Ref_Date,GEO,DWELCODE,FUELTYPE,CONSUMPTION,Vector,Coordinate,Value
2013,Ontario,Single-detached,Natural gas,Number of households,v105819353,7.1.3.4,2387963
2015,Ontario,Single-detached,Natural gas,Number of households,v105819353,7.1.3.4,2768441
2011,Ontario,Single-detached,Heating oil,Gigajoules,v105819354,7.1.4.1,14138953
2013,Ontario,Single-detached,Heating oil,Gigajoules,v105819354,7.1.4.1,15944845
2015,Ontario,Single-detached,Heating oil,Gigajoules,v105819354,7.1.4.1,8110354
2011,Ontario,Single-detached,Heating oil,Gigajoules per household,v105819355,7.1.4.2,69.6
2013,Ontario,Single-detached,Heating oil,Gigajoules per household,v105819355,7.1.4.2,74.1
2015,Ontario,Single-detached,Heating oil,Gigajoules per household,v105819355,7.1.4.2,75
2011,Ontario,Single-detached,Heating oil,Proportion of total energy (percent),v105819356,7.1.4.3,3.6
2013,Ontario,Single-detached,Heating oil,Proportion of total energy (percent),v105819356,7.1.4.3,4.3
2015,Ontario,Single-detached,Heating oil,Proportion of total energy (percent),v105819356,7.1.4.3,2.1
2011,Ontario,Single-detached,Heating oil,Number of households,v105819357,7.1.4.4,203146
2013,Ontario,Single-detached,Heating oil,Number of households,v105819357,7.1.4.4,215312
2015,Ontario,Single-detached,Heating oil,Number of households,v105819357,7.1.4.4,108202
2011,Ontario,Double,"Total, all energy types",Gigajoules,v105819358,7.2.1.1,23451542
2013,Ontario,Double,"Total, all energy types",Gigajoules,v105819358,7.2.1.1,22410823
2015,Ontario,Double,"Total, all energy types",Gigajoules,v105819358,7.2.1.1,24950116
2011,Ontario,Double,"Total, all energy types",Gigajoules per household,v105819359,7.2.1.2,109.6
2013,Ontario,Double,"Total, all energy types",Gigajoules per household,v105819359,7.2.1.2,103.9
2015,Ontario,Double,"Total, all energy types",Gigajoules per household,v105819359,7.2.1.2,102.2
2011,Ontario,Double,"Total, all energy types",Number of households,v105819361,7.2.1.4,214065
2013,Ontario,Double,"Total, all energy types",Number of households,v105819361,7.2.1.4,215622
2015,Ontario,Double,"Total, all energy types",Number of households,v105819361,7.2.1.4,244015
2011,Ontario,Double,Electricity,Gigajoules,v105819362,7.2.2.1,6193598
2013,Ontario,Double,Electricity,Gigajoules,v105819362,7.2.2.1,6355626
2015,Ontario,Double,Electricity,Gigajoules,v105819362,7.2.2.1,7792393
2011,Ontario,Double,Electricity,Gigajoules per household,v105819363,7.2.2.2,28.9
2013,Ontario,Double,Electricity,Gigajoules per household,v105819363,7.2.2.2,29.5
2015,Ontario,Double,Electricity,Gigajoules per household,v105819363,7.2.2.2,31.9
2011,Ontario,Double,Electricity,Proportion of total energy (percent),v105819364,7.2.2.3,26.4
2013,Ontario,Double,Electricity,Proportion of total energy (percent),v105819364,7.2.2.3,28.4
2015,Ontario,Double,Electricity,Proportion of total energy (percent),v105819364,7.2.2.3,31.2
2011,Ontario,Double,Electricity,Number of households,v105819365,7.2.2.4,214065
2013,Ontario,Double,Electricity,Number of households,v105819365,7.2.2.4,215622
2015,Ontario,Double,Electricity,Number of households,v105819365,7.2.2.4,244015
2011,Ontario,Double,Natural gas,Gigajoules,v105819366,7.2.3.1,17191713
2013,Ontario,Double,Natural gas,Gigajoules,v105819366,7.2.3.1,15697682
2015,Ontario,Double,Natural gas,Gigajoules,v105819366,7.2.3.1,17085960
2011,Ontario,Double,Natural gas,Gigajoules per household,v105819367,7.2.3.2,81.4
2013,Ontario,Double,Natural gas,Gigajoules per household,v105819367,7.2.3.2,79.3
2015,Ontario,Double,Natural gas,Gigajoules per household,v105819367,7.2.3.2,79.9
2011,Ontario,Double,Natural gas,Proportion of total energy (percent),v105819368,7.2.3.3,73.3
2013,Ontario,Double,Natural gas,Proportion of total energy (percent),v105819368,7.2.3.3,70
2015,Ontario,Double,Natural gas,Proportion of total energy (percent),v105819368,7.2.3.3,68.5
2011,Ontario,Double,Natural gas,Number of households,v105819369,7.2.3.4,211076
2013,Ontario,Double,Natural gas,Number of households,v105819369,7.2.3.4,197966
2015,Ontario,Double,Natural gas,Number of households,v105819369,7.2.3.4,213952
2011,Ontario,Double,Heating oil,Gigajoules,v105819370,7.2.4.1,F
2013,Ontario,Double,Heating oil,Gigajoules,v105819370,7.2.4.1,F
2015,Ontario,Double,Heating oil,Gigajoules,v105819370,7.2.4.1,F
2011,Ontario,Double,Heating oil,Gigajoules per household,v105819371,7.2.4.2,F
2013,Ontario,Double,Heating oil,Gigajoules per household,v105819371,7.2.4.2,F
2015,Ontario,Double,Heating oil,Gigajoules per household,v105819371,7.2.4.2,F
2011,Ontario,Double,Heating oil,Proportion of total energy (percent),v105819372,7.2.4.3,F
2013,Ontario,Double,Heating oil,Proportion of total energy (percent),v105819372,7.2.4.3,F
2015,Ontario,Double,Heating oil,Proportion of total energy (percent),v105819372,7.2.4.3,F
2011,Ontario,Double,Heating oil,Number of households,v105819373,7.2.4.4,F
2013,Ontario,Double,Heating oil,Number of households,v105819373,7.2.4.4,F
2015,Ontario,Double,Heating oil,Number of households,v105819373,7.2.4.4,F
2011,Ontario,Row or terrace,"Total, all energy types",Gigajoules,v105819374,7.3.1.1,29382709
2013,Ontario,Row or terrace,"Total, all energy types",Gigajoules,v105819374,7.3.1.1,39367270
2015,Ontario,Row or terrace,"Total, all energy types",Gigajoules,v105819374,7.3.1.1,37091793
2011,Ontario,Row or terrace,"Total, all energy types",Gigajoules per household,v105819375,7.3.1.2,91
2013,Ontario,Row or terrace,"Total, all energy types",Gigajoules per household,v105819375,7.3.1.2,87.4
2015,Ontario,Row or terrace,"Total, all energy types",Gigajoules per household,v105819375,7.3.1.2,84.2
2011,Ontario,Row or terrace,"Total, all energy types",Number of households,v105819377,7.3.1.4,322800
2013,Ontario,Row or terrace,"Total, all energy types",Number of households,v105819377,7.3.1.4,450524
2015,Ontario,Row or terrace,"Total, all energy types",Number of households,v105819377,7.3.1.4,440459
2011,Ontario,Row or terrace,Electricity,Gigajoules,v105819378,7.3.2.1,7200232
2013,Ontario,Row or terrace,Electricity,Gigajoules,v105819378,7.3.2.1,13953668
2015,Ontario,Row or terrace,Electricity,Gigajoules,v105819378,7.3.2.1,11131674
2011,Ontario,Row or terrace,Electricity,Gigajoules per household,v105819379,7.3.2.2,22.3
2013,Ontario,Row or terrace,Electricity,Gigajoules per household,v105819379,7.3.2.2,31
2015,Ontario,Row or terrace,Electricity,Gigajoules per household,v105819379,7.3.2.2,25.3
2011,Ontario,Row or terrace,Electricity,Proportion of total energy (percent),v105819380,7.3.2.3,24.5
2013,Ontario,Row or terrace,Electricity,Proportion of total energy (percent),v105819380,7.3.2.3,35.4
2015,Ontario,Row or terrace,Electricity,Proportion of total energy (percent),v105819380,7.3.2.3,30
2011,Ontario,Row or terrace,Electricity,Number of households,v105819381,7.3.2.4,322800
2013,Ontario,Row or terrace,Electricity,Number of households,v105819381,7.3.2.4,450524
2015,Ontario,Row or terrace,Electricity,Number of households,v105819381,7.3.2.4,440459
2011,Ontario,Row or terrace,Natural gas,Gigajoules,v105819382,7.3.3.1,22125831
2013,Ontario,Row or terrace,Natural gas,Gigajoules,v105819382,7.3.3.1,25307920
2015,Ontario,Row or terrace,Natural gas,Gigajoules,v105819382,7.3.3.1,25806826
2011,Ontario,Row or terrace,Natural gas,Gigajoules per household,v105819383,7.3.3.2,72.5
2013,Ontario,Row or terrace,Natural gas,Gigajoules per household,v105819383,7.3.3.2,62.6
2015,Ontario,Row or terrace,Natural gas,Gigajoules per household,v105819383,7.3.3.2,68.1
2011,Ontario,Row or terrace,Natural gas,Proportion of total energy (percent),v105819384,7.3.3.3,75.3
2013,Ontario,Row or terrace,Natural gas,Proportion of total energy (percent),v105819384,7.3.3.3,64.3
2015,Ontario,Row or terrace,Natural gas,Proportion of total energy (percent),v105819384,7.3.3.3,69.6
2011,Ontario,Row or terrace,Natural gas,Number of households,v105819385,7.3.3.4,305288
2013,Ontario,Row or terrace,Natural gas,Number of households,v105819385,7.3.3.4,404108
2015,Ontario,Row or terrace,Natural gas,Number of households,v105819385,7.3.3.4,378820
2011,Ontario,Row or terrace,Heating oil,Gigajoules,v105819386,7.3.4.1,F
2013,Ontario,Row or terrace,Heating oil,Gigajoules,v105819386,7.3.4.1,F
2015,Ontario,Row or terrace,Heating oil,Gigajoules,v105819386,7.3.4.1,F
2011,Ontario,Row or terrace,Heating oil,Gigajoules per household,v105819387,7.3.4.2,F
2013,Ontario,Row or terrace,Heating oil,Gigajoules per household,v105819387,7.3.4.2,F
2015,Ontario,Row or terrace,Heating oil,Gigajoules per household,v105819387,7.3.4.2,F
2011,Ontario,Row or terrace,Heating oil,Proportion of total energy (percent),v105819388,7.3.4.3,F
2013,Ontario,Row or terrace,Heating oil,Proportion of total energy (percent),v105819388,7.3.4.3,F
2015,Ontario,Row or terrace,Heating oil,Proportion of total energy (percent),v105819388,7.3.4.3,F
2011,Ontario,Row or terrace,Heating oil,Number of households,v105819389,7.3.4.4,F
2013,Ontario,Row or terrace,Heating oil,Number of households,v105819389,7.3.4.4,F
2015,Ontario,Row or terrace,Heating oil,Number of households,v105819389,7.3.4.4,F
2011,Ontario,Duplex,"Total, all energy types",Gigajoules,v105819390,7.4.1.1,4787621
2013,Ontario,Duplex,"Total, all energy types",Gigajoules,v105819390,7.4.1.1,17026605
2015,Ontario,Duplex,"Total, all energy types",Gigajoules,v105819390,7.4.1.1,12357233
2011,Ontario,Duplex,"Total, all energy types",Gigajoules per household,v105819391,7.4.1.2,77
2013,Ontario,Duplex,"Total, all energy types",Gigajoules per household,v105819391,7.4.1.2,106
2015,Ontario,Duplex,"Total, all energy types",Gigajoules per household,v105819391,7.4.1.2,89.9
2011,Ontario,Duplex,"Total, all energy types",Number of households,v105819393,7.4.1.4,62207
2013,Ontario,Duplex,"Total, all energy types",Number of households,v105819393,7.4.1.4,160624
2015,Ontario,Duplex,"Total, all energy types",Number of households,v105819393,7.4.1.4,137429
2011,Ontario,Duplex,Electricity,Gigajoules,v105819394,7.4.2.1,1965810
2013,Ontario,Duplex,Electricity,Gigajoules,v105819394,7.4.2.1,4245922
2015,Ontario,Duplex,Electricity,Gigajoules,v105819394,7.4.2.1,3620813
2011,Ontario,Duplex,Electricity,Gigajoules per household,v105819395,7.4.2.2,31.6
2013,Ontario,Duplex,Electricity,Gigajoules per household,v105819395,7.4.2.2,26.4
2015,Ontario,Duplex,Electricity,Gigajoules per household,v105819395,7.4.2.2,26.3
2011,Ontario,Duplex,Electricity,Proportion of total energy (percent),v105819396,7.4.2.3,41.1
2013,Ontario,Duplex,Electricity,Proportion of total energy (percent),v105819396,7.4.2.3,24.9
2015,Ontario,Duplex,Electricity,Proportion of total energy (percent),v105819396,7.4.2.3,29.3
2011,Ontario,Duplex,Electricity,Number of households,v105819397,7.4.2.4,62207
2013,Ontario,Duplex,Electricity,Number of households,v105819397,7.4.2.4,160624
2015,Ontario,Duplex,Electricity,Number of households,v105819397,7.4.2.4,137429
2011,Ontario,Duplex,Natural gas,Gigajoules,v105819398,7.4.3.1,2799110
2013,Ontario,Duplex,Natural gas,Gigajoules,v105819398,7.4.3.1,F
2015,Ontario,Duplex,Natural gas,Gigajoules,v105819398,7.4.3.1,8290394
2011,Ontario,Duplex,Natural gas,Gigajoules per household,v105819399,7.4.3.2,68.8
2013,Ontario,Duplex,Natural gas,Gigajoules per household,v105819399,7.4.3.2,94.5
2015,Ontario,Duplex,Natural gas,Gigajoules per household,v105819399,7.4.3.2,68.5
2011,Ontario,Duplex,Natural gas,Proportion of total energy (percent),v105819400,7.4.3.3,58.5
2013,Ontario,Duplex,Natural gas,Proportion of total energy (percent),v105819400,7.4.3.3,74.1
2015,Ontario,Duplex,Natural gas,Proportion of total energy (percent),v105819400,7.4.3.3,67.1
2011,Ontario,Duplex,Natural gas,Number of households,v105819401,7.4.3.4,40659
2013,Ontario,Duplex,Natural gas,Number of households,v105819401,7.4.3.4,133537
2015,Ontario,Duplex,Natural gas,Number of households,v105819401,7.4.3.4,121005
2011,Ontario,Duplex,Heating oil,Gigajoules,v105819402,7.4.4.1,F
2013,Ontario,Duplex,Heating oil,Gigajoules,v105819402,7.4.4.1,F
2015,Ontario,Duplex,Heating oil,Gigajoules,v105819402,7.4.4.1,F
2011,Ontario,Duplex,Heating oil,Gigajoules per household,v105819403,7.4.4.2,F
2013,Ontario,Duplex,Heating oil,Gigajoules per household,v105819403,7.4.4.2,F
2015,Ontario,Duplex,Heating oil,Gigajoules per household,v105819403,7.4.4.2,F
2011,Ontario,Duplex,Heating oil,Proportion of total energy (percent),v105819404,7.4.4.3,F
2013,Ontario,Duplex,Heating oil,Proportion of total energy (percent),v105819404,7.4.4.3,F
2015,Ontario,Duplex,Heating oil,Proportion of total energy (percent),v105819404,7.4.4.3,F
2011,Ontario,Duplex,Heating oil,Number of households,v105819405,7.4.4.4,F
2013,Ontario,Duplex,Heating oil,Number of households,v105819405,7.4.4.4,F
2015,Ontario,Duplex,Heating oil,Number of households,v105819405,7.4.4.4,F
2011,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819406,7.5.1.1,17370989
2013,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819406,7.5.1.1,19221618
2015,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819406,7.5.1.1,17445415
2011,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819407,7.5.1.2,32.7
2013,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819407,7.5.1.2,49.6
2015,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819407,7.5.1.2,53.7
2011,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819409,7.5.1.4,530809
2013,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819409,7.5.1.4,387170
2015,Ontario,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819409,7.5.1.4,325097
2011,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819410,7.5.2.1,11422735
2013,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819410,7.5.2.1,10483777
2015,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819410,7.5.2.1,8819496
2011,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819411,7.5.2.2,21.5
2013,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819411,7.5.2.2,27.1
2015,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819411,7.5.2.2,27.1
2011,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819412,7.5.2.3,65.8
2013,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819412,7.5.2.3,54.5
2015,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819412,7.5.2.3,50.6
2011,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819413,7.5.2.4,530809
2013,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819413,7.5.2.4,387170
2015,Ontario,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819413,7.5.2.4,325097
2011,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819414,7.5.3.1,5114153
2013,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819414,7.5.3.1,8710871
2015,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819414,7.5.3.1,8602587
2011,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819415,7.5.3.2,40.7
2013,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819415,7.5.3.2,54.6
2015,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819415,7.5.3.2,73.5
2011,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819416,7.5.3.3,29.4
2013,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819416,7.5.3.3,45.3
2015,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819416,7.5.3.3,49.3
2011,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819417,7.5.3.4,125678
2013,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819417,7.5.3.4,159492
2015,Ontario,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819417,7.5.3.4,117115
2011,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819418,7.5.4.1,F
2013,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819418,7.5.4.1,F
2015,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819418,7.5.4.1,F
2011,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819419,7.5.4.2,F
2013,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819419,7.5.4.2,F
2015,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819419,7.5.4.2,F
2011,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819420,7.5.4.3,F
2013,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819420,7.5.4.3,F
2015,Ontario,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819420,7.5.4.3,F
